E	V
977	-10.751775556776089
978	-11.015905755287056
979	-10.809789897418867
980	-10.78265731132867
981	-10.77583302491977
982	-11.135520297669524
983	-10.704099639711712
984	-10.80568582773968
985	-11.175661882178648
986	-10.912455820394246
987	-11.041793497165775
988	-11.025273249123448
989	-10.792474718813871
990	-10.93494635069603
991	-10.749254141971843
992	-10.695168148756052
993	-10.830509139248715
994	-11.177594656714605
995	-10.74658333007787
996	-11.09534580253779
997	-11.047843638253667
998	-10.895193862211201
999	-10.90008849211024
1000	-10.842947259696835
